NAME,INDEX,KEYWORD,S,L,X_BMAD,Z,PX,PZ,BETX_BMAD,BETY_BMAD,DX_BMAD,BETX_MADX,BETY_MADX,DX_MADX,X_MADX
BG1.14,158,Sbend,837.8596014405797,23.505100817002,2.1054199772496673e-09,-7.72857333686261e-11,5.555762403598125e-11,-7.23081026186594e-05,80.22353561893793,22.610026045412194,0.16602936268519905,80.1293917849456,22.890055578560727,0.16604450231274698,-1.1392738673112656e-11
SF2.3,160,Sextupole,839.5596014405795,1.4,2.1998749145095206e-09,-7.728796263366512e-11,5.555762302315425e-11,-7.23081026186594e-05,87.67027902241976,20.157011057109948,0.17347673745748504,87.5649987592732,20.4714695246277,0.17349257269696136,-1.1896912232794735e-11
SF2.4,162,Sextupole,841.0596014405794,1.4,2.2832173746412008e-09,-7.728992962916282e-11,5.5557621930723265e-11,-7.23081026186594e-05,94.57259105948708,18.334728879546645,0.1800479399877663,94.45708047752504,18.671667562300847,0.1800643995079758,-1.2341771256092099e-11
QFG2.8,164,Quadrupole,844.2596014405791,2.9,2.295236201059933e-09,-7.729412588333796e-11,-5.872587737530095e-11,-7.230810261865951e-05,95.99355517881938,17.937556469566715,0.18099375329274492,95.87287119993097,18.35119896778618,0.18101040317052375,-1.2395040805611602e-11
BG1.15,166,Sbend,868.0647022575812,23.505100817002,1.2434901407176735e-09,-8.123635097945225e-11,-2.925920457514887e-11,-7.790760574136421e-05,22.174374117120536,81.77828543557578,0.09807055361478358,22.153017041010536,82.94440155662691,0.09808170349965903,-6.7472997251661086e-12
SD2.1,168,Sextupole,869.764702257581,1.4,1.1937455399963394e-09,-8.123875289573195e-11,-2.925920447212111e-11,-7.790760574136421e-05,19.896344727033604,89.37559512644665,0.09415100124102992,19.880583561952474,90.57785093849772,0.094161928419099,-6.489814800065233e-12
SD2.2,170,Sextupole,871.2647022575809,1.4,1.1498533138192542e-09,-8.124087223032221e-11,-2.92592043764052e-11,-7.790760574136421e-05,18.2177309016355,96.41543836160811,0.0906925780918622,18.206742111821207,97.64764643508626,0.09070330334788106,-6.262622219089197e-12
QDG1.8,172,Quadrupole,873.3647022575808,1.8,1.1381734609496734e-09,-8.124383929820878e-11,2.6012079345946313e-11,-7.790760574136427e-05,17.914307011443697,97.93542521749497,0.0897763380713684,17.909158664376097,99.09887488993628,0.08978723358771074,-6.215932117409428e-12
BG1.16,174,Sbend,897.1698030745829,23.505100817002,2.1037646208421634e-09,-8.487432978654397e-11,5.547719322154599e-11,-8.350698343910487e-05,80.01563597829204,23.18094510761774,0.16601748821586645,80.12670386511282,22.892923018277997,0.16604106469291355,-1.1779489965843787e-11
QFG2.9,176,Quadrupole,903.5698030745828,2.9,2.293211754840642e-09,-8.488402227267001e-11,-5.870656067999199e-11,-8.350698343910498e-05,95.72863044940543,18.765516675982635,0.180981301917217,95.86937671853559,18.345544773952373,0.18100703772598317,-1.2894072145403181e-11
